"asn_number","organization_name","organization_country","rir_registry","asn_type","is_known_hosting","is_known_vpn","first_seen","last_seen","unique_ip_count","total_session_count","enrichment","enrichment_updated_at","created_at","updated_at"
12570,"O2 Czech Republic, a.s.","CZ",NULL,NULL,False,False,"2025-11-06 19:03:27.705567+00","2025-11-06 19:03:27.705567+00",0,0,"{}",NULL,"2025-11-06 19:03:27.705567+00","2025-11-06 19:03:27.705567+00"
12578,"SIA Tet","LV",NULL,NULL,False,False,"2025-11-06 19:02:21.320657+00","2025-11-06 19:03:36.892328+00",0,0,"{}",NULL,"2025-11-06 19:02:21.320657+00","2025-11-06 19:03:36.892328+00"
12593,"LLC ukrcom","UA",NULL,NULL,False,False,"2025-11-06 19:01:00.864324+00","2025-11-06 19:01:00.864324+00",0,0,"{}",NULL,"2025-11-06 19:01:00.864324+00","2025-11-06 19:01:00.864324+00"
12662,"FOP Petrushenko Sergiy Petrovich","UA",NULL,NULL,False,False,"2025-11-06 19:01:17.289818+00","2025-11-06 19:01:17.289818+00",0,0,"{}",NULL,"2025-11-06 19:01:17.289818+00","2025-11-06 19:01:17.289818+00"
12668,"LLC KomTehCentr","RU",NULL,NULL,False,False,"2025-11-06 19:01:09.368258+00","2025-11-06 19:03:32.845039+00",0,0,"{}",NULL,"2025-11-06 19:01:09.368258+00","2025-11-06 19:03:32.845039+00"
12683,"Rostelecom","RU",NULL,NULL,False,False,"2025-11-06 19:03:05.894609+00","2025-11-06 19:03:26.687418+00",0,0,"{}",NULL,"2025-11-06 19:03:05.894609+00","2025-11-06 19:03:26.687418+00"
12684,"Ses Astra S.A.","US",NULL,NULL,False,False,"2025-11-06 19:01:46.653072+00","2025-11-06 19:01:46.653072+00",0,0,"{}",NULL,"2025-11-06 19:01:46.653072+00","2025-11-06 19:01:46.653072+00"
12688,"Joint Stock Company TransTeleCom","RU",NULL,NULL,False,False,"2025-11-06 19:02:42.701022+00","2025-11-06 19:02:42.701022+00",0,0,"{}",NULL,"2025-11-06 19:02:42.701022+00","2025-11-06 19:02:42.701022+00"
12695,"LLC Digital Network","RU",NULL,NULL,False,False,"2025-11-06 19:03:35.885407+00","2025-11-06 19:03:35.885407+00",0,0,"{}",NULL,"2025-11-06 19:03:35.885407+00","2025-11-06 19:03:35.885407+00"
12709,"Melita Limited","MT",NULL,NULL,False,False,"2025-11-06 19:03:22.52091+00","2025-11-06 19:03:26.543389+00",0,0,"{}",NULL,"2025-11-06 19:03:22.52091+00","2025-11-06 19:03:26.543389+00"
12714,"PJSC MegaFon","RU",NULL,NULL,False,False,"2025-11-06 18:59:29.072537+00","2025-11-06 19:03:36.340535+00",0,0,"{}",NULL,"2025-11-06 18:59:29.072537+00","2025-11-06 19:03:36.340535+00"
12716,"A1 Bulgaria EAD","BG",NULL,NULL,False,False,"2025-11-06 19:00:22.986822+00","2025-11-06 19:00:22.986822+00",0,0,"{}",NULL,"2025-11-06 19:00:22.986822+00","2025-11-06 19:00:22.986822+00"
12735,"TurkNet Iletisim Hizmetleri A.S.","TR",NULL,NULL,False,False,"2025-11-06 19:00:30.230162+00","2025-11-06 19:03:36.920704+00",0,0,"{}",NULL,"2025-11-06 19:00:30.230162+00","2025-11-06 19:03:36.920704+00"
12741,"Netia SA","PL",NULL,NULL,False,False,"2025-11-06 19:01:19.472821+00","2025-11-06 19:03:27.619242+00",0,0,"{}",NULL,"2025-11-06 19:01:19.472821+00","2025-11-06 19:03:27.619242+00"
12768,"JSC ER-Telecom Holding","RU",NULL,NULL,False,False,"2025-11-06 19:00:49.772582+00","2025-11-06 19:02:21.808257+00",0,0,"{}",NULL,"2025-11-06 19:00:49.772582+00","2025-11-06 19:02:21.808257+00"
12772,"JSC ER-Telecom Holding","RU",NULL,NULL,False,False,"2025-11-06 19:03:35.093411+00","2025-11-06 19:03:35.093411+00",0,0,"{}",NULL,"2025-11-06 19:03:35.093411+00","2025-11-06 19:03:35.093411+00"
12829,"Angel Soft OOD","BG",NULL,NULL,False,False,"2025-11-06 19:03:26.196427+00","2025-11-06 19:03:26.196427+00",0,0,"{}",NULL,"2025-11-06 19:03:26.196427+00","2025-11-06 19:03:26.196427+00"
12846,"Rostelecom","RU",NULL,NULL,False,False,"2025-11-06 19:03:28.640854+00","2025-11-06 19:03:28.640854+00",0,0,"{}",NULL,"2025-11-06 19:03:28.640854+00","2025-11-06 19:03:28.640854+00"
12849,"Hot-Net internet services Ltd.","FR","ripencc",NULL,False,False,"2025-11-06 18:59:15.66818+00","2025-11-06 19:03:05.411131+00",0,0,"{}",NULL,"2025-11-06 18:59:15.66818+00","2025-11-06 19:03:05.411131+00"
12874,"Fastweb","IT",NULL,NULL,False,False,"2025-11-06 19:01:54.957926+00","2025-11-06 19:03:33.995628+00",0,0,"{}",NULL,"2025-11-06 19:01:54.957926+00","2025-11-06 19:03:33.995628+00"
12876,"Scaleway S.a.s.","FR",NULL,NULL,False,False,"2025-11-06 19:00:33.438535+00","2025-11-06 19:02:56.342082+00",0,0,"{}",NULL,"2025-11-06 19:00:33.438535+00","2025-11-06 19:02:56.342082+00"
12880,"Iran Information Technology Company PJSC","IR",NULL,NULL,False,False,"2025-11-06 19:03:23.35085+00","2025-11-06 19:03:23.35085+00",0,0,"{}",NULL,"2025-11-06 19:03:23.35085+00","2025-11-06 19:03:23.35085+00"
12887,"Netia SA","PL",NULL,NULL,False,False,"2025-11-06 19:01:19.883013+00","2025-11-06 19:01:19.883013+00",0,0,"{}",NULL,"2025-11-06 19:01:19.883013+00","2025-11-06 19:01:19.883013+00"
12912,"T-Mobile Polska S.A.","PL",NULL,NULL,False,False,"2025-11-06 19:00:50.041996+00","2025-11-06 19:01:46.987639+00",0,0,"{}",NULL,"2025-11-06 19:00:50.041996+00","2025-11-06 19:01:46.987639+00"
12946,"R Cable y Telecable Telecomunicaciones, S.A.U.","ES",NULL,NULL,False,False,"2025-11-06 19:03:23.216483+00","2025-11-06 19:03:23.216483+00",0,0,"{}",NULL,"2025-11-06 19:03:23.216483+00","2025-11-06 19:03:23.216483+00"
12975,"Palestine Telecommunications Company (PALTEL)","PS",NULL,NULL,False,False,"2025-11-06 19:01:19.865196+00","2025-11-06 19:03:21.777449+00",0,0,"{}",NULL,"2025-11-06 19:01:19.865196+00","2025-11-06 19:03:21.777449+00"
12989,"Black HOST Ltd","NL",NULL,NULL,False,False,"2025-11-06 19:03:24.684572+00","2025-11-06 19:03:24.704588+00",0,0,"{}",NULL,"2025-11-06 19:03:24.684572+00","2025-11-06 19:03:24.704588+00"
13000,"Leon Sp. z o.o.","PL",NULL,NULL,False,False,"2025-11-06 19:01:08.739491+00","2025-11-06 19:01:08.745225+00",0,0,"{}",NULL,"2025-11-06 19:01:08.739491+00","2025-11-06 19:01:08.745225+00"
13030,"Init7 (Switzerland) Ltd.","CH",NULL,NULL,False,False,"2025-11-06 18:59:28.521065+00","2025-11-06 18:59:28.521065+00",0,0,"{}",NULL,"2025-11-06 18:59:28.521065+00","2025-11-06 18:59:28.521065+00"
13036,"T-Mobile Czech Republic a.s.","CZ",NULL,NULL,False,False,"2025-11-06 19:03:28.038284+00","2025-11-06 19:03:28.038284+00",0,0,"{}",NULL,"2025-11-06 19:03:28.038284+00","2025-11-06 19:03:28.038284+00"
13037,"Zen Internet Ltd","GB",NULL,NULL,False,False,"2025-11-06 19:01:47.101041+00","2025-11-06 19:02:39.88031+00",0,0,"{}",NULL,"2025-11-06 19:01:47.101041+00","2025-11-06 19:02:39.88031+00"
13056,"Rostelecom","RU",NULL,NULL,False,False,"2025-11-06 19:03:06.540159+00","2025-11-06 19:03:06.545466+00",0,0,"{}",NULL,"2025-11-06 19:03:06.540159+00","2025-11-06 19:03:06.545466+00"
13099,"az-evro Tel LLC","AZ",NULL,NULL,False,False,"2025-11-06 19:01:45.301348+00","2025-11-06 19:01:45.301348+00",0,0,"{}",NULL,"2025-11-06 19:01:45.301348+00","2025-11-06 19:01:45.301348+00"
13110,"INEA sp. z o.o.","PL",NULL,NULL,False,False,"2025-11-06 18:59:28.220414+00","2025-11-06 18:59:28.225716+00",0,0,"{}",NULL,"2025-11-06 18:59:28.220414+00","2025-11-06 18:59:28.225716+00"
13124,"A1 Bulgaria EAD","BG",NULL,NULL,False,False,"2025-11-06 19:00:08.220897+00","2025-11-06 19:03:27.849629+00",0,0,"{}",NULL,"2025-11-06 19:00:08.220897+00","2025-11-06 19:03:27.849629+00"
13156,"Nowo Communications, S.A.","PT",NULL,NULL,False,False,"2025-11-06 19:01:46.94367+00","2025-11-06 19:03:22.683062+00",0,0,"{}",NULL,"2025-11-06 19:01:46.94367+00","2025-11-06 19:03:22.683062+00"
13188,"Content Delivery Network Ltd","UA",NULL,NULL,False,False,"2025-11-06 18:59:29.155132+00","2025-11-06 19:00:49.665969+00",0,0,"{}",NULL,"2025-11-06 18:59:29.155132+00","2025-11-06 19:00:49.665969+00"
13194,"UAB Bite Lietuva","LV",NULL,NULL,False,False,"2025-11-06 19:03:22.126681+00","2025-11-06 19:03:22.132044+00",0,0,"{}",NULL,"2025-11-06 19:03:22.126681+00","2025-11-06 19:03:22.132044+00"
13213,"UK-2 Limited","US",NULL,NULL,False,False,"2025-11-06 19:00:51.301165+00","2025-11-06 19:00:51.301165+00",0,0,"{}",NULL,"2025-11-06 19:00:51.301165+00","2025-11-06 19:00:51.301165+00"
13237,"euNetworks GmbH","DE",NULL,NULL,False,False,"2025-11-06 19:03:10.554715+00","2025-11-06 19:03:10.554715+00",0,0,"{}",NULL,"2025-11-06 19:03:10.554715+00","2025-11-06 19:03:10.554715+00"
13280,"Three Ireland (Hutchison) limited","IE",NULL,NULL,False,False,"2025-11-06 19:03:09.467869+00","2025-11-06 19:03:09.472499+00",0,0,"{}",NULL,"2025-11-06 19:03:09.467869+00","2025-11-06 19:03:09.472499+00"
13285,"TalkTalk","GB",NULL,NULL,False,False,"2025-11-06 19:01:19.92766+00","2025-11-06 19:03:33.042515+00",0,0,"{}",NULL,"2025-11-06 19:01:19.92766+00","2025-11-06 19:03:33.042515+00"
13306,"Unics EOOD","BG",NULL,NULL,False,False,"2025-11-06 19:01:19.57387+00","2025-11-06 19:01:19.57387+00",0,0,"{}",NULL,"2025-11-06 19:01:19.57387+00","2025-11-06 19:01:19.57387+00"
13333,"CCI-PA-AS-1","US",NULL,NULL,False,False,"2025-11-06 19:03:00.212618+00","2025-11-06 19:03:01.073317+00",0,0,"{}",NULL,"2025-11-06 19:03:00.212618+00","2025-11-06 19:03:01.073317+00"
13335,"CLOUDFLARENET","SG",NULL,NULL,False,False,"2025-11-06 18:59:24.788121+00","2025-11-06 18:59:24.969086+00",0,0,"{}",NULL,"2025-11-06 18:59:24.788121+00","2025-11-06 18:59:24.969086+00"
13370,"NWF-LOCALTEL-ASN-1","US",NULL,NULL,False,False,"2025-11-06 19:00:10.405621+00","2025-11-06 19:02:59.971689+00",0,0,"{}",NULL,"2025-11-06 19:00:10.405621+00","2025-11-06 19:02:59.971689+00"
13378,"QINGYE-CLOUD","CN",NULL,NULL,False,False,"2025-11-06 18:59:16.03122+00","2025-11-06 18:59:16.03122+00",0,0,"{}",NULL,"2025-11-06 18:59:16.03122+00","2025-11-06 18:59:16.03122+00"
13489,"UNE EPM TELECOMUNICACIONES S.A.","CO","lacnic",NULL,False,False,"2025-11-06 15:54:35.76234+00","2025-11-06 19:01:28.808599+00",0,0,"{}",NULL,"2025-11-06 15:54:35.76234+00","2025-11-06 19:01:28.808599+00"
13490,"BUCKEYECABLEVISION","US",NULL,NULL,False,False,"2025-11-06 19:00:09.41369+00","2025-11-06 19:03:03.618746+00",0,0,"{}",NULL,"2025-11-06 19:00:09.41369+00","2025-11-06 19:03:03.618746+00"
13614,"ALLWEST","US",NULL,NULL,False,False,"2025-11-06 19:00:09.801624+00","2025-11-06 19:00:09.801624+00",0,0,"{}",NULL,"2025-11-06 19:00:09.801624+00","2025-11-06 19:00:09.801624+00"
13649,"ASN-FLEXENTIAL","US",NULL,NULL,False,False,"2025-11-06 19:00:21.473875+00","2025-11-06 19:00:21.473875+00",0,0,"{}",NULL,"2025-11-06 19:00:21.473875+00","2025-11-06 19:00:21.473875+00"
13760,"UNITI-FIBER","US",NULL,NULL,False,False,"2025-11-06 19:00:16.45403+00","2025-11-06 19:00:16.45403+00",0,0,"{}",NULL,"2025-11-06 19:00:16.45403+00","2025-11-06 19:00:16.45403+00"
13765,"NEDELCO","US",NULL,NULL,False,False,"2025-11-06 19:03:00.195252+00","2025-11-06 19:03:00.195252+00",0,0,"{}",NULL,"2025-11-06 19:03:00.195252+00","2025-11-06 19:03:00.195252+00"
13807,"GREAT-PLAINS-COMMUNICATIONS","US",NULL,NULL,False,False,"2025-11-06 19:01:55.249115+00","2025-11-06 19:01:55.249115+00",0,0,"{}",NULL,"2025-11-06 19:01:55.249115+00","2025-11-06 19:01:55.249115+00"
13904,"COSLINK","US",NULL,NULL,False,False,"2025-11-06 19:00:33.375381+00","2025-11-06 19:00:33.381321+00",0,0,"{}",NULL,"2025-11-06 19:00:33.375381+00","2025-11-06 19:00:33.381321+00"
13977,"CTELCO","US",NULL,NULL,False,False,"2025-11-06 19:03:03.736415+00","2025-11-06 19:03:03.736415+00",0,0,"{}",NULL,"2025-11-06 19:03:03.736415+00","2025-11-06 19:03:03.736415+00"
13999,"Mega Cable, S.A. de C.V.","MX",NULL,NULL,False,False,"2025-11-06 19:00:48.28575+00","2025-11-06 19:01:10.670081+00",0,0,"{}",NULL,"2025-11-06 19:00:48.28575+00","2025-11-06 19:01:10.670081+00"
14051,"SUREWEST","US",NULL,NULL,False,False,"2025-11-06 19:00:29.002452+00","2025-11-06 19:03:00.995723+00",0,0,"{}",NULL,"2025-11-06 19:00:29.002452+00","2025-11-06 19:03:00.995723+00"
14061,"DIGITALOCEAN-ASN","US",NULL,NULL,False,False,"2025-11-06 18:59:22.709011+00","2025-11-06 19:03:37.200407+00",0,0,"{}",NULL,"2025-11-06 18:59:22.709011+00","2025-11-06 19:03:37.200407+00"
14080,"Telmex Colombia S.A.","CO",NULL,NULL,False,False,"2025-11-06 19:00:55.129071+00","2025-11-06 19:01:27.163544+00",0,0,"{}",NULL,"2025-11-06 19:00:55.129071+00","2025-11-06 19:01:27.163544+00"
14117,"Telefonica del Sur S.A.","CL",NULL,NULL,False,False,"2025-11-06 19:00:52.126844+00","2025-11-06 19:01:46.3341+00",0,0,"{}",NULL,"2025-11-06 19:00:52.126844+00","2025-11-06 19:01:46.3341+00"
14178,"Megacable Comunicaciones de Mexico, S.A. de C.V.","MX",NULL,NULL,False,False,"2025-11-06 19:01:28.513722+00","2025-11-06 19:01:28.513722+00",0,0,"{}",NULL,"2025-11-06 19:01:28.513722+00","2025-11-06 19:01:28.513722+00"
14259,"Gtd Internet S.A.","CL",NULL,NULL,False,False,"2025-11-06 19:01:12.803969+00","2025-11-06 19:01:12.80813+00",0,0,"{}",NULL,"2025-11-06 19:01:12.803969+00","2025-11-06 19:01:12.80813+00"
14282,"PERSIS TELECOM","BR",NULL,NULL,False,False,"2025-11-06 19:01:10.291041+00","2025-11-06 19:01:10.291041+00",0,0,"{}",NULL,"2025-11-06 19:01:10.291041+00","2025-11-06 19:01:10.291041+00"
14434,"VIPNAS1","VI",NULL,NULL,False,False,"2025-11-06 19:00:16.369872+00","2025-11-06 19:00:16.369872+00",0,0,"{}",NULL,"2025-11-06 19:00:16.369872+00","2025-11-06 19:00:16.369872+00"
14522,"SERVICIOS DE TELECOMUNICACIONES SETEL S.A. XTRIM EC","EC",NULL,NULL,False,False,"2025-11-06 19:00:54.254258+00","2025-11-06 19:01:12.379885+00",0,0,"{}",NULL,"2025-11-06 19:00:54.254258+00","2025-11-06 19:01:12.379885+00"
14574,"RTCCOM","US",NULL,NULL,False,False,"2025-11-06 19:00:37.527999+00","2025-11-06 19:00:37.527999+00",0,0,"{}",NULL,"2025-11-06 19:00:37.527999+00","2025-11-06 19:00:37.527999+00"
14593,"SPACEX-STARLINK","CL",NULL,NULL,False,False,"2025-11-06 19:00:07.981864+00","2025-11-06 19:03:38.745637+00",0,0,"{}",NULL,"2025-11-06 19:00:07.981864+00","2025-11-06 19:03:38.745637+00"
14615,"ROCK-HILL-TELEPHONE","US",NULL,NULL,False,False,"2025-11-06 19:03:01.912367+00","2025-11-06 19:03:01.912367+00",0,0,"{}",NULL,"2025-11-06 19:03:01.912367+00","2025-11-06 19:03:01.912367+00"
14618,"AMAZON-AES","US",NULL,NULL,False,False,"2025-11-06 15:54:03.980087+00","2025-11-06 19:03:38.740241+00",0,0,"{}",NULL,"2025-11-06 15:54:03.980087+00","2025-11-06 19:03:38.740241+00"
14638,"LCPRL","PR",NULL,NULL,False,False,"2025-11-06 19:01:57.143536+00","2025-11-06 19:01:57.679938+00",0,0,"{}",NULL,"2025-11-06 19:01:57.143536+00","2025-11-06 19:01:57.679938+00"
14840,"BR.Digital Provider","BR",NULL,NULL,False,False,"2025-11-06 19:01:27.295798+00","2025-11-06 19:01:27.295798+00",0,0,"{}",NULL,"2025-11-06 19:01:27.295798+00","2025-11-06 19:01:27.295798+00"
14868,"Ligga Telecomunicacoes S.A.","BR",NULL,NULL,False,False,"2025-11-06 19:00:48.176894+00","2025-11-06 19:01:27.426417+00",0,0,"{}",NULL,"2025-11-06 19:00:48.176894+00","2025-11-06 19:01:27.426417+00"
14928,"ADAMS-CATV","US",NULL,NULL,False,False,"2025-11-06 19:03:03.678596+00","2025-11-06 19:03:03.683407+00",0,0,"{}",NULL,"2025-11-06 19:03:03.678596+00","2025-11-06 19:03:03.683407+00"
14956,"ROUTERHOSTING","NL",NULL,NULL,False,False,"2025-11-06 18:59:23.352351+00","2025-11-06 19:02:19.044355+00",0,0,"{}",NULL,"2025-11-06 18:59:23.352351+00","2025-11-06 19:02:19.044355+00"
14976,"SMART-CITY-DNCC","US",NULL,NULL,False,False,"2025-11-06 19:01:39.429102+00","2025-11-06 19:01:39.429102+00",0,0,"{}",NULL,"2025-11-06 19:01:39.429102+00","2025-11-06 19:01:39.429102+00"
14979,"AERONET-WIRELESS","PR",NULL,NULL,False,False,"2025-11-06 19:02:07.833151+00","2025-11-06 19:02:07.843099+00",0,0,"{}",NULL,"2025-11-06 19:02:07.833151+00","2025-11-06 19:02:07.843099+00"
14987,"RETHEMHOSTING","US",NULL,NULL,False,False,"2025-11-06 18:59:22.8046+00","2025-11-06 18:59:23.108809+00",0,0,"{}",NULL,"2025-11-06 18:59:22.8046+00","2025-11-06 18:59:23.108809+00"
14988,"BTC-GATE1","BW",NULL,NULL,False,False,"2025-11-06 19:00:37.218569+00","2025-11-06 19:00:37.247412+00",0,0,"{}",NULL,"2025-11-06 19:00:37.218569+00","2025-11-06 19:00:37.247412+00"
15108,"ALLO-COMM","US",NULL,NULL,False,False,"2025-11-06 19:00:35.490653+00","2025-11-06 19:00:35.490653+00",0,0,"{}",NULL,"2025-11-06 19:00:35.490653+00","2025-11-06 19:00:35.490653+00"
15128,"COMWAVE-BGP-01","CA",NULL,NULL,False,False,"2025-11-06 19:03:38.802554+00","2025-11-06 19:03:38.807512+00",0,0,"{}",NULL,"2025-11-06 19:03:38.802554+00","2025-11-06 19:03:38.807512+00"
15169,"GOOGLE","US",NULL,NULL,False,False,"2025-11-06 19:02:03.365564+00","2025-11-06 19:02:03.534316+00",0,0,"{}",NULL,"2025-11-06 19:02:03.365564+00","2025-11-06 19:02:03.534316+00"
15267,"702COM","US",NULL,NULL,False,False,"2025-11-06 19:03:01.980339+00","2025-11-06 19:03:01.980339+00",0,0,"{}",NULL,"2025-11-06 19:03:01.980339+00","2025-11-06 19:03:01.980339+00"
15311,"TELEFONICA EMPRESAS CHILE SA","CL",NULL,NULL,False,False,"2025-11-06 19:01:04.138177+00","2025-11-06 19:01:29.775453+00",0,0,"{}",NULL,"2025-11-06 19:01:04.138177+00","2025-11-06 19:01:29.775453+00"
15344,"ASN15344-SLU","LC",NULL,NULL,False,False,"2025-11-06 18:59:23.549654+00","2025-11-06 18:59:23.549654+00",0,0,"{}",NULL,"2025-11-06 18:59:23.549654+00","2025-11-06 18:59:23.549654+00"
15377,"Traditional LLC","UA",NULL,NULL,False,False,"2025-11-06 19:00:50.321727+00","2025-11-06 19:03:31.977656+00",0,0,"{}",NULL,"2025-11-06 19:00:50.321727+00","2025-11-06 19:03:31.977656+00"
15378,"T2 Mobile LLC","RU",NULL,NULL,False,False,"2025-11-06 19:01:47.175557+00","2025-11-06 19:01:47.175557+00",0,0,"{}",NULL,"2025-11-06 19:01:47.175557+00","2025-11-06 19:01:47.175557+00"
15395,NULL,"GB","ripencc",NULL,False,False,"2025-11-06 18:59:15.73269+00","2025-11-06 18:59:15.73269+00",0,0,"{}",NULL,"2025-11-06 18:59:15.73269+00","2025-11-06 18:59:15.73269+00"
15399,"WANANCHI","KE",NULL,NULL,False,False,"2025-11-06 15:54:06.909172+00","2025-11-06 19:02:09.284544+00",0,0,"{}",NULL,"2025-11-06 15:54:06.909172+00","2025-11-06 19:02:09.284544+00"
15435,"DELTA Fiber Nederland B.V.","NL",NULL,NULL,False,False,"2025-11-06 19:00:15.573134+00","2025-11-06 19:03:10.404506+00",0,0,"{}",NULL,"2025-11-06 19:00:15.573134+00","2025-11-06 19:03:10.404506+00"
15454,"ARBUZ Co.Ltd","RU",NULL,NULL,False,False,"2025-11-06 19:03:28.180554+00","2025-11-06 19:03:28.180554+00",0,0,"{}",NULL,"2025-11-06 19:03:28.180554+00","2025-11-06 19:03:28.180554+00"
15457,"NOS Madeira Comunicacoes, S.A.","PT",NULL,NULL,False,False,"2025-11-06 19:03:21.662519+00","2025-11-06 19:03:36.006684+00",0,0,"{}",NULL,"2025-11-06 19:03:21.662519+00","2025-11-06 19:03:36.006684+00"
15461,"Nvtov solver","UA",NULL,NULL,False,False,"2025-11-06 19:01:18.783847+00","2025-11-06 19:01:18.783847+00",0,0,"{}",NULL,"2025-11-06 19:01:18.783847+00","2025-11-06 19:01:18.783847+00"
15471,"S.N. Radiocomunicatii S.A.","RO",NULL,NULL,False,False,"2025-11-06 19:03:26.443601+00","2025-11-06 19:03:26.443601+00",0,0,"{}",NULL,"2025-11-06 19:03:26.443601+00","2025-11-06 19:03:26.443601+00"
15493,"Russian company LLC","RU",NULL,NULL,False,False,"2025-11-06 19:03:05.793997+00","2025-11-06 19:03:09.901156+00",0,0,"{}",NULL,"2025-11-06 19:03:05.793997+00","2025-11-06 19:03:09.901156+00"
15516,"DKTV A/S","DK",NULL,NULL,False,False,"2025-11-06 19:03:10.326074+00","2025-11-06 19:03:10.326074+00",0,0,"{}",NULL,"2025-11-06 19:03:10.326074+00","2025-11-06 19:03:10.326074+00"
15525,"Servicos De Comunicacoes E Multimedia S.A.","PT",NULL,NULL,False,False,"2025-11-06 19:02:56.429434+00","2025-11-06 19:02:56.429434+00",0,0,"{}",NULL,"2025-11-06 19:02:56.429434+00","2025-11-06 19:02:56.429434+00"
15557,"Societe Francaise Du Radiotelephone - SFR SA","FR",NULL,NULL,False,False,"2025-11-06 18:59:28.53112+00","2025-11-06 19:03:33.378444+00",0,0,"{}",NULL,"2025-11-06 18:59:28.53112+00","2025-11-06 19:03:33.378444+00"
15582,"JSC Comcor","RU",NULL,NULL,False,False,"2025-11-06 19:03:05.476519+00","2025-11-06 19:03:32.861058+00",0,0,"{}",NULL,"2025-11-06 19:03:05.476519+00","2025-11-06 19:03:32.861058+00"
15600,"Quickline AG","CH",NULL,NULL,False,False,"2025-11-06 19:02:40.594253+00","2025-11-06 19:03:34.445908+00",0,0,"{}",NULL,"2025-11-06 19:02:40.594253+00","2025-11-06 19:03:34.445908+00"
15640,"MTS PJSC","RU",NULL,NULL,False,False,"2025-11-06 19:03:10.950631+00","2025-11-06 19:03:10.950631+00",0,0,"{}",NULL,"2025-11-06 19:03:10.950631+00","2025-11-06 19:03:10.950631+00"
15659,"NextGenTel AS","NO",NULL,NULL,False,False,"2025-11-06 19:03:22.611008+00","2025-11-06 19:03:27.16849+00",0,0,"{}",NULL,"2025-11-06 19:03:22.611008+00","2025-11-06 19:03:27.16849+00"
15672,"OOO Telecom TZ","RU",NULL,NULL,False,False,"2025-11-06 19:03:24.071581+00","2025-11-06 19:03:24.071581+00",0,0,"{}",NULL,"2025-11-06 19:03:24.071581+00","2025-11-06 19:03:24.071581+00"
15691,"Uan Company S.r.l.","IT",NULL,NULL,False,False,"2025-11-06 19:01:44.27503+00","2025-11-06 19:01:44.27503+00",0,0,"{}",NULL,"2025-11-06 19:01:44.27503+00","2025-11-06 19:01:44.27503+00"
15704,"Xtra Telecom S.A.","ES",NULL,NULL,False,False,"2025-11-06 18:59:53.70055+00","2025-11-06 19:03:33.737574+00",0,0,"{}",NULL,"2025-11-06 18:59:53.70055+00","2025-11-06 19:03:33.737574+00"
15735,"GO p.l.c.","MT",NULL,NULL,False,False,"2025-11-06 19:01:20.037884+00","2025-11-06 19:01:20.046072+00",0,0,"{}",NULL,"2025-11-06 19:01:20.037884+00","2025-11-06 19:01:20.046072+00"
15763,"DOKOM Gesellschaft fuer Telekommunikation mbH","DE",NULL,NULL,False,False,"2025-11-06 19:03:23.611437+00","2025-11-06 19:03:23.611437+00",0,0,"{}",NULL,"2025-11-06 19:03:23.611437+00","2025-11-06 19:03:23.611437+00"
15774,"Limited Liability Company TTK-Svyaz","RU",NULL,NULL,False,False,"2025-11-06 19:00:33.727102+00","2025-11-06 19:03:08.45007+00",0,0,"{}",NULL,"2025-11-06 19:00:33.727102+00","2025-11-06 19:03:08.45007+00"
15802,"Emirates Integrated Telecommunications Company PJSC","AE",NULL,NULL,False,False,"2025-11-06 19:02:43.16649+00","2025-11-06 19:03:34.745455+00",0,0,"{}",NULL,"2025-11-06 19:02:43.16649+00","2025-11-06 19:03:34.745455+00"
15808,"ACCESSKENYA-KE ACCESSKENYA GROUP LTD is an ISP serving","KE",NULL,NULL,False,False,"2025-11-06 19:01:23.721968+00","2025-11-06 19:01:23.721968+00",0,0,"{}",NULL,"2025-11-06 19:01:23.721968+00","2025-11-06 19:01:23.721968+00"
15830,"Equinix (EMEA) Acquisition Enterprises B.V.","US",NULL,NULL,False,False,"2025-11-06 19:00:21.055162+00","2025-11-06 19:01:47.649548+00",0,0,"{}",NULL,"2025-11-06 19:00:21.055162+00","2025-11-06 19:01:47.649548+00"
15868,"Nalchik-Telecom Ltd","RU",NULL,NULL,False,False,"2025-11-06 19:01:19.460715+00","2025-11-06 19:01:19.460715+00",0,0,"{}",NULL,"2025-11-06 19:01:19.460715+00","2025-11-06 19:01:19.460715+00"
15895,"Kyivstar PJSC","UA",NULL,NULL,False,False,"2025-11-06 18:59:28.05568+00","2025-11-06 19:02:22.306137+00",0,0,"{}",NULL,"2025-11-06 18:59:28.05568+00","2025-11-06 19:02:22.306137+00"
15897,"Vodafone Telekomunikasyon A.S.","TR",NULL,NULL,False,False,"2025-11-06 19:01:09.771613+00","2025-11-06 19:01:09.78223+00",0,0,"{}",NULL,"2025-11-06 19:01:09.771613+00","2025-11-06 19:01:09.78223+00"
15924,"Vodafone Net Iletisim Hizmetler AS","TR",NULL,NULL,False,False,"2025-11-06 19:02:00.044086+00","2025-11-06 19:03:22.605734+00",0,0,"{}",NULL,"2025-11-06 19:02:00.044086+00","2025-11-06 19:03:22.605734+00"
15943,"wilhelm.tel GmbH","DE",NULL,NULL,False,False,"2025-11-06 19:03:35.417916+00","2025-11-06 19:03:35.417916+00",0,0,"{}",NULL,"2025-11-06 19:03:35.417916+00","2025-11-06 19:03:35.417916+00"
15958,"CETIN Ltd. Belgrade","RS",NULL,NULL,False,False,"2025-11-06 18:59:27.6672+00","2025-11-06 18:59:27.6672+00",0,0,"{}",NULL,"2025-11-06 18:59:27.6672+00","2025-11-06 18:59:27.6672+00"
