"attack_date","session_count","total_commands","avg_commands_per_session","total_file_downloads","total_login_attempts","total_ssh_key_injections","vt_flagged_sessions","dshield_flagged_sessions","avg_duration_seconds","command_count_stddev"
"2025-01-20","745","692","0.92885906040268456376","51","532","34","0","0","9.1287956832214765","5.1338573513523009"
"2025-01-19","456","478","1.0482456140350877","21","281","16","0","0","9.7068183311403509","5.6550937063370797"
"2025-01-18","363","409","1.1267217630853994","17","159","14","0","0","13.0735238457300275","5.7498908946886464"
"2025-01-17","602","473","0.78571428571428571429","22","445","28","0","0","8.9420391063122924","4.5670011392326494"
"2025-01-16","591","420","0.71065989847715736041","18","362","22","0","0","11.6630163231810491","4.4400952124925555"
"2025-01-15","785","589","0.75031847133757961783","34","529","36","0","0","7.9822822942675159","4.5035505296306420"
"2025-01-14","597","447","0.74874371859296482412","22","376","28","0","0","7.6367051507537688","4.2069596296077332"
"2025-01-13","689","662","0.96081277213352685051","41","512","38","0","0","8.8473788998548621","4.9211725100147635"
"2025-01-12","702","381","0.54273504273504273504","21","503","28","0","0","7.8762156168091168","3.1541965227780600"
"2025-01-11","873","652","0.74684994272623138603","37","663","34","0","0","9.6812152210767468","4.6153729258488774"
"2025-01-10","844","294","0.34834123222748815166","16","442","10","0","0","10.4886077950236967","3.2422162794908355"
"2025-01-09","649","289","0.44530046224961479199","11","365","12","0","0","11.9008638027734977","3.4422726500883224"
"2025-01-08","750","527","0.70266666666666666667","44","534","26","0","0","9.3651497546666667","4.4341638032140702"
"2025-01-07","1072","593","0.55317164179104477612","36","662","46","0","0","7.4874543264925373","3.4510001008405931"
"2025-01-06","827","520","0.62877871825876662636","22","512","24","0","0","9.7663083615477630","3.9664200450756009"
"2025-01-05","667","653","0.97901049475262368816","30","446","18","0","0","12.0447849370314843","5.3389196738360354"
"2025-01-04","675","498","0.73777777777777777778","30","433","22","0","0","9.9484743911111111","4.5184400728994712"
"2025-01-03","946","784","0.82875264270613107822","38","645","44","0","0","8.3209646585623679","4.6920238442086628"
"2025-01-02","537","574","1.0689013035381750","28","290","12","0","0","12.8559380744878957","5.7640889449453185"
"2025-01-01","1298","620","0.47765793528505392912","44","1017","26","0","0","6.9402725554699538","3.7539855027780880"
"2024-12-31","409","554","1.3545232273838631","28","208","14","0","0","12.9725315378973105","6.3074019176719905"
"2024-12-30","644","590","0.91614906832298136646","41","380","28","0","0","8.4613743711180124","5.0489781621266794"
"2024-12-29","276","172","0.62318840579710144928","7","61","2","0","0","13.1233848405797101","4.3202742312803577"
"2024-12-28","223","83","0.37219730941704035874","9","50","2","0","0","17.9057915560538117","3.3166978743507009"
"2024-12-27","268","386","1.4402985074626866","14","58","0","0","0","19.1959189291044776","7.0450781757422580"
"2024-12-26","180","211","1.1722222222222222","10","37","0","0","0","17.0731872111111111","6.1922916178962098"
"2024-12-25","260","327","1.2576923076923077","11","56","0","0","0","16.0849952000000000","6.5641281551915512"
"2024-12-24","138","36","0.26086956521739130435","0","14","0","0","0","15.3884514202898551","1.7312260868772978"
"2024-12-03","845","592","0.70059171597633136095","48","618","0","0","0","10.6365190094674556","3.6290118679344407"
"2024-12-02","1200","757","0.63083333333333333333","49","1022","0","0","0","6.9896932408333333","3.5810011095145134"
"2024-12-01","575","187","0.32521739130434782609","16","397","0","0","0","12.7630357808695652","2.4602003926148884"
"2024-11-30","489","24","0.04907975460122699387","4","326","0","0","0","12.5228329591002045","0.42662919624093421588"
"2024-11-29","681","14","0.02055800293685756241","3","496","0","0","0","8.1015781336270191","0.28104894894704937827"
"2024-11-28","664","4","0.00602409638554216867","1","492","0","0","0","8.4223976762048193","0.07743925381133561452"
"2024-11-27","746","19","0.02546916890080428954","0","523","0","0","0","10.6482103056300268","0.48399357390886933041"
"2024-11-26","627","6","0.00956937799043062201","1","422","0","0","0","12.6803097384370016","0.09743174666851488694"
"2024-11-25","635","18","0.02834645669291338583","1","445","0","0","0","11.7109514850393701","0.45885910461239641424"
"2024-11-24","540","19","0.03518518518518518519","4","369","0","0","0","9.3566073796296296","0.42275595814981907803"
"2024-11-23","506","23","0.04545454545454545455","1","321","0","0","0","11.1808065415019763","0.80586285526393969348"
"2024-11-22","421","13","0.03087885985748218527","3","238","0","0","0","15.4589749904988124","0.24200833723267789811"
"2024-11-21","219","42","0.19178082191780821918","1","93","0","0","0","12.1868941506849315","1.3476878015535357"
"2024-11-20","267","9","0.03370786516853932584","0","154","0","0","0","7.5644593745318352","0.18081508451324138435"
"2024-11-19","225","19","0.08444444444444444444","2","126","0","0","0","11.1502494622222222","0.39751210423818922482"
"2024-11-18","237","25","0.10548523206751054852","2","141","0","0","0","10.3887469915611814","1.4326147559535673"
"2024-11-17","35","105","3.0000000000000000","5","34","0","0","0","4.5457501428571429","7.4715145326610124"
"2024-11-16","1725","3103","1.7988405797101449","256","1581","0","0","0","8.5971983820289855","5.8236455801241799"
"2024-11-15","1282","440","0.34321372854914196568","21","1128","0","0","0","15.2189970998439938","2.7273996387712200"
"2024-11-14","5544","3981","0.71807359307359307359","352","5042","0","0","0","10.1930632711038961","3.7490836940761203"
"2024-11-13","6077","3992","0.65690307717623827546","399","5513","0","0","0","10.3190248660523285","3.5542824107755510"
"2024-11-12","4878","3096","0.63468634686346863469","336","4448","0","0","0","10.0085646760967610","3.4551228505313426"
"2024-11-11","4855","4200","0.86508753861997940268","345","4366","0","0","0","11.6176587349124614","4.1300109676453708"
"2024-11-10","4470","4520","1.0111856823266219","316","3928","0","0","0","13.3895664239373602","4.5012477004236482"
"2024-11-09","5546","6489","1.1700324558240173","471","5045","0","0","0","11.0008071779661017","4.8120426665539270"
"2024-11-08","5972","6918","1.1584058941728064","458","5507","0","0","0","8.6827180750167448","4.8195741266252206"
"2024-11-07","6316","8270","1.3093730208993034","555","5717","0","0","0","10.2652208253641545","5.0840829521475300"
"2024-11-06","8105","12603","1.5549660703269587","659","7442","0","0","0","9.6298892861196792","5.5763984321243830"
"2024-11-05","5731","7188","1.2542313732332926","426","5129","0","0","0","10.7075636021636713","4.9856090437761002"
"2024-11-04","7112","10086","1.4181664791901012","483","6481","0","0","0","9.9636315721316085","5.3751457076317011"
"2024-11-03","9345","11034","1.1807383627608347","591","8658","0","0","0","8.9955005307651150","4.8938620535258419"
"2024-11-02","4788","6281","1.3118212197159566","324","4383","0","0","0","8.6987593462823726","5.1456222795720661"
"2024-11-01","1539","2818","1.8310591293047433","130","1249","0","0","0","13.0849079259259259","6.0615651249806610"
