snapshot_asn,snapshot_country,snapshot_ip_type,session_count,days_active,avg_commands,avg_duration_sec,total_downloads,total_ssh_injections,asn_concentration,countries_per_asn
134286,IN,,230,8,0.82173913043478260870,3.8506192347826087,21,38,0.00016501200282959713,1
212219,TR,,229,11,0.81222707423580786026,3.0459052576419214,15,29,0.00016429455933903366,1
1916,BR,,227,15,1.5594713656387665,2.6138420660792952,41,39,0.00016285967235790673,1
396356,US,,227,19,0.95594713656387665198,1.6616121233480176,27,31,0.00016285967235790673,1
146966,CN,,227,3,0.00000000000000000000,10.2699457577092511,1,0,0.00016285967235790673,1
213412,US,,226,58,0.00000000000000000000,3.6484048230088496,0,0,0.00016214222886734326,1
48090,GB,,226,8,0.00442477876106194690,1.8099881592920354,0,0,0.00016214222886734326,1
7545,AU,,225,26,0.45333333333333333333,6.3388101644444444,14,25,0.00016142478537677980,1
9498,XX,,225,24,1.1822222222222222,6.6922630488888889,29,44,0.00016142478537677980,1
42961,KW,,224,35,0.05803571428571428571,35.1942003125000000,0,0,0.00016070734188621633,1
209605,LT,,224,24,0.27232142857142857143,9.8237080401785714,6,6,0.00016070734188621633,1
14080,XX,,224,15,1.2321428571428571,2.7168861205357143,31,43,0.00016070734188621633,1
4663,KR,,222,23,1.3063063063063063,3.4073516621621622,32,44,0.00015927245490508940,1
42682,RU,,221,29,1.8099547511312217,4.6327206832579186,39,56,0.00015855501141452593,1
136827,ID,,220,10,0.89545454545454545455,3.7673098272727273,20,27,0.00015783756792396247,1
22612,XX,,219,7,1.0410958904109589,1.9005000502283105,18,32,0.00015712012443339900,1
52361,AR,,219,19,1.3972602739726027,3.3877451872146119,36,41,0.00015712012443339900,1
3320,DE,,219,46,0.57990867579908675799,6.3940347899543379,8,6,0.00015712012443339900,1
4761,XX,,218,6,1.4403669724770642,4.1058773073394495,23,37,0.00015640268094283554,1
42668,RU,,217,5,0.73732718894009216590,2.2466880184331797,16,28,0.00015568523745227207,1
399077,US,,217,17,0.64976958525345622120,5.6534090599078341,14,24,0.00015568523745227207,1
9484,MN,,216,15,1.6435185185185185,4.2563199675925926,35,33,0.00015496779396170861,1
10439,US,,216,84,0.01388888888888888889,6.4398488055555556,0,0,0.00015496779396170861,1
4761,ID,,215,16,1.2046511627906977,4.0056216651162791,28,27,0.00015425035047114514,1
215540,RU,,215,32,0.69767441860465116279,6.0159712511627907,14,25,0.00015425035047114514,1
136171,IN,,215,18,0.99534883720930232558,3.6821826418604651,34,41,0.00015425035047114514,1
24940,XX,,215,7,1.0186046511627907,2.2107151860465116,13,37,0.00015425035047114514,1
148981,CN,,215,8,0.88837209302325581395,57.6402574139534884,15,27,0.00015425035047114514,1
199785,GB,,214,14,0.66822429906542056075,2.1615562102803738,18,36,0.00015353290698058167,1
213807,IR,,214,10,1.1915887850467290,4.0678651401869159,22,63,0.00015353290698058167,1
271186,BR,,213,19,1.3333333333333333,3.1111340375586854,30,47,0.00015281546349001821,1
33182,US,,212,14,1.2452830188679245,2.7504162641509434,33,55,0.00015209801999945474,1
21499,DE,,212,11,0.98113207547169811321,2.1983619433962264,25,30,0.00015209801999945474,1
22773,US,,212,49,0.41509433962264150943,25.9144312641509434,7,12,0.00015209801999945474,1
57269,ES,,212,15,0.44811320754716981132,5.9872521981132075,5,13,0.00015209801999945474,1
24186,XX,,210,25,0.00000000000000000000,12.7570323238095238,0,0,0.00015066313301832781,1
61112,HK,,210,19,0.83333333333333333333,15.4393014904761905,21,38,0.00015066313301832781,1
49800,AM,,209,12,0.90909090909090909091,2.7248783923444976,24,28,0.00014994568952776435,1
12455,KE,,209,15,1.5119617224880383,5.5133703349282297,40,52,0.00014994568952776435,1
268581,XX,,209,6,0.71770334928229665072,2.7520025023923445,10,14,0.00014994568952776435,1
270082,PE,,208,20,1.6586538461538462,2.9373027788461538,35,35,0.00014922824603720088,1
137872,HK,,208,21,0.00000000000000000000,22.9779393509615385,0,0,0.00014922824603720088,1
37963,XX,,207,13,0.91787439613526570048,50.9181149903381643,13,37,0.00014851080254663741,1
24634,LB,,207,10,0.68115942028985507246,2.3287872125603865,28,28,0.00014851080254663741,1
44947,XX,,206,16,0.00000000000000000000,11.4011873980582524,0,0,0.00014779335905607395,1
29582,BG,,205,34,1.2780487804878049,4.8483964780487805,29,38,0.00014707591556551048,1
134337,IN,,205,13,0.00000000000000000000,12.8614179804878049,0,0,0.00014707591556551048,1
212512,JP,,204,36,0.00980392156862745098,0.99602981372549019608,0,0,0.00014635847207494702,1
394695,US,,204,14,0.44607843137254901961,3.8957728676470588,21,56,0.00014635847207494702,1
401696,ZA,,204,13,1.2941176470588235,3.6762469803921569,33,36,0.00014635847207494702,1
17488,IN,,203,33,0.72906403940886699507,6.7731759310344828,10,13,0.00014564102858438355,1
39927,RU,,203,18,0.96059113300492610837,3.5836903497536946,26,32,0.00014564102858438355,1
41733,RU,,201,18,0.74626865671641791045,2.8741798706467662,20,30,0.00014420614160325662,1
207713,RU,,201,8,0.95522388059701492537,2.7981640746268657,11,22,0.00014420614160325662,1
45528,IN,,200,15,0.97500000000000000000,6.9724782150000000,18,32,0.00014348869811269315,1
42708,SE,,199,11,1.5577889447236181,2.7832123819095477,26,28,0.00014277125462212969,1
211724,RU,,198,6,0.54040404040404040404,2.2570357878787879,9,21,0.00014205381113156622,1
49304,GB,,197,6,0.97969543147208121827,3.2923324771573604,25,25,0.00014133636764100276,1
133119,CN,,197,11,0.41624365482233502538,54.7051194111675127,7,8,0.00014133636764100276,1
32167,US,,197,1,0.01015228426395939086,2.6422206751269036,0,0,0.00014133636764100276,1
268531,BR,,195,14,1.0512820512820513,2.5079119282051282,26,30,0.00013990148065987582,1
132771,IN,,195,14,0.00000000000000000000,12.8651782051282051,0,0,0.00013990148065987582,1
149249,IN,,195,6,0.32820512820512820513,3.1852271692307692,4,11,0.00013990148065987582,1
29518,SE,,194,49,0.11340206185567010309,31.9425850309278351,0,0,0.00013918403716931236,1
28160,BR,,194,13,0.97422680412371134021,2.8210385360824742,22,25,0.00013918403716931236,1
25513,RU,,194,21,0.80412371134020618557,5.4348208041237113,14,23,0.00013918403716931236,1
134676,BD,,193,6,0.93264248704663212435,3.6696263367875648,30,29,0.00013846659367874889,1
13056,RU,,193,17,1.4766839378238342,3.1647983834196891,32,38,0.00013846659367874889,1
8866,BG,,192,34,0.58333333333333333333,5.4076299687500000,9,21,0.00013774915018818543,1
35612,IT,,191,33,1.5026178010471204,4.2132432827225131,22,32,0.00013703170669762196,1
139473,BD,,191,10,0.99476439790575916230,5.1888538952879581,30,34,0.00013703170669762196,1
30722,IT,,191,41,1.1465968586387435,24.0539413246073298,12,17,0.00013703170669762196,1
2860,PT,,190,22,0.56315789473684210526,3.4550915631578947,9,27,0.00013631426320705850,1
22689,BR,,190,17,1.1789473684210526,2.8698190421052632,29,37,0.00013631426320705850,1
9583,IN,,190,16,2.7578947368421053,6.8533484421052632,42,43,0.00013631426320705850,1
149125,VN,,189,15,2.0370370370370370,4.6841688465608466,35,47,0.00013559681971649503,1
41668,RU,,189,17,1.3015873015873016,3.3677209735449735,30,34,0.00013559681971649503,1
139989,ID,,188,6,1.1542553191489362,3.9119576648936170,14,31,0.00013487937622593156,1
135944,VN,,187,7,1.3048128342245989,4.0010034224598930,20,33,0.00013416193273536810,1
135932,VN,,186,18,0.84408602150537634409,4.3521795322580645,25,42,0.00013344448924480463,1
38071,BD,,185,14,1.1081081081081081,5.0956424054054054,25,32,0.00013272704575424117,1
30988,NG,,185,21,0.98378378378378378378,4.4092040648648649,26,31,0.00013272704575424117,1
134904,IN,,184,14,0.99456521739130434783,3.5997559565217391,28,34,0.00013200960226367770,1
149130,VN,,184,16,0.89130434782608695652,3.6736317826086957,25,31,0.00013200960226367770,1
28126,BR,,184,8,1.1521739130434783,2.7863885706521739,14,30,0.00013200960226367770,1
39812,RU,,184,6,0.00000000000000000000,48.2687814239130435,0,0,0.00013200960226367770,1
131628,TW,,183,19,0.94535519125683060109,22.1369883387978142,16,27,0.00013129215877311424,1
2514,JP,,183,43,0.46448087431693989071,7.8695175628415301,12,24,0.00013129215877311424,1
209024,RU,,182,11,1.1978021978021978,2.8999566043956044,24,31,0.00013057471528255077,1
131378,XX,,182,6,0.45054945054945054945,14.4340993571428571,7,9,0.00013057471528255077,1
5391,HR,,181,14,0.93370165745856353591,4.1187181767955801,19,24,0.00012985727179198730,1
59134,ID,,181,7,0.40883977900552486188,3.0276526740331492,9,21,0.00012985727179198730,1
9123,RU,,181,8,1.1657458563535912,3.1131824806629834,17,33,0.00012985727179198730,1
265949,BR,,181,15,0.58011049723756906077,2.5037665138121547,24,28,0.00012985727179198730,1
59162,IN,,180,15,1.2166666666666667,4.3156209111111111,26,30,0.00012913982830142384,1
198039,RU,,180,18,1.6388888888888889,9.6651816111111111,33,36,0.00012913982830142384,1
134926,IN,,180,16,1.3166666666666667,3.7700240888888889,25,32,0.00012913982830142384,1
140171,IN,,180,15,1.2166666666666667,6.0486726888888889,25,33,0.00012913982830142384,1
150706,HK,,179,9,0.85474860335195530726,4.7930616256983240,10,26,0.00012842238481086037,1
9541,US,,179,6,0.00000000000000000000,12.7488380614525140,0,0,0.00012842238481086037,1
134033,IN,,179,13,1.2905027932960894,4.2286248938547486,33,36,0.00012842238481086037,1
3356,US,,178,10,1.2134831460674157,3.1739987078651685,18,34,0.00012770494132029691,1
18229,KR,,178,7,0.91573033707865168539,3.4502446292134831,15,25,0.00012770494132029691,1
199484,TR,,176,12,1.5454545454545455,2.8465775113636364,31,32,0.00012627005433916998,1
208492,IR,,175,15,0.90285714285714285714,2.9881425200000000,29,46,0.00012555261084860651,1
140917,BD,,175,5,1.0628571428571429,4.0702138685714286,15,27,0.00012555261084860651,1
50340,RU,,175,14,1.4171428571428571,4.1058189371428571,27,29,0.00012555261084860651,1
140527,CN,,175,13,0.26285714285714285714,68.9506037542857143,4,12,0.00012555261084860651,1
268952,BR,,175,17,1.0228571428571429,2.9580751600000000,17,20,0.00012555261084860651,1
44090,IR,,174,14,1.4655172413793103,3.4398535804597701,30,38,0.00012483516735804304,1
269704,BR,,174,1,1.6609195402298851,3.8636662931034483,27,46,0.00012483516735804304,1
749,BD,,173,15,1.7514450867052023,5.7511008497109827,35,48,0.00012411772386747958,1
141140,ID,,172,8,0.00000000000000000000,13.8330628779069767,0,0,0.00012340028037691611,1
6300,US,,171,19,1.2982456140350877,2.9237866959064327,33,76,0.00012268283688635265,1
14956,XX,,171,9,0.94736842105263157895,1.9089752280701754,25,25,0.00012268283688635265,1
54614,CA,,171,7,1.0175438596491228,1.7790897777777778,9,19,0.00012268283688635265,1
211736,SC,,171,29,0.00000000000000000000,2.4980104035087719,0,0,0.00012268283688635265,1
208161,XX,,171,17,0.64912280701754385965,7.4142235614035088,18,25,0.00012268283688635265,1
45235,IN,,170,12,0.00000000000000000000,12.9534961764705882,0,0,0.00012196539339578918,1
58065,GB,,170,5,0.41176470588235294118,2.1028915705882353,6,17,0.00012196539339578918,1
215730,BG,,170,4,0.28235294117647058824,2.3751631764705882,5,16,0.00012196539339578918,1
215925,BG,,170,3,0.01764705882352941176,11.8642623176470588,0,0,0.00012196539339578918,1
12332,RU,,169,11,0.92899408284023668639,4.0235152603550296,18,25,0.00012124794990522571,1
8551,IL,,169,7,0.70414201183431952663,3.4340028698224852,8,16,0.00012124794990522571,1
40065,US,,169,6,0.88757396449704142012,3.0928787100591716,9,25,0.00012124794990522571,1
28753,DE,,168,5,0.42261904761904761905,1.9093194345238095,8,16,0.00012053050641466225,1
203217,IQ,,168,5,0.66071428571428571429,2.6790575773809524,12,29,0.00012053050641466225,1
270646,BR,,168,5,0.63095238095238095238,2.5034014940476190,7,7,0.00012053050641466225,1
140431,ID,,168,14,1.6607142857142857,5.0847334583333333,28,32,0.00012053050641466225,1
197834,AM,,167,18,1.0718562874251497,2.7826425269461078,30,34,0.00011981306292409878,1
42624,US,,167,14,0.42514970059880239521,2.8216267065868263,19,19,0.00011981306292409878,1
37371,XX,,167,9,0.25149700598802395210,5.0295594670658683,3,4,0.00011981306292409878,1
56041,CN,,167,16,0.20359281437125748503,78.5906887305389222,0,0,0.00011981306292409878,1
45544,VN,,166,15,0.96987951807228915663,4.7974401807228916,27,29,0.00011909561943353532,1
56158,VN,,166,5,1.6385542168674699,4.3668095722891566,26,43,0.00011909561943353532,1
20485,RU,,166,10,0.49397590361445783133,4.8271637108433735,9,13,0.00011909561943353532,1
